No,usia,income,rumah,lokasi,pernikahan,jenis kelamin,status
2850,37,8.82,OWNED,RURAL,MARRIED,MALE,GOOD
2851,48,5.35,OWNED,URBAN,MARRIED,MALE,GOOD
2852,38,4.42,RENT,RURAL,MARRIED,FEMALE,BAD
2853,43,14.32,OWNED,RURAL,MARRIED,MALE,GOOD
2854,38,5.75,OWNED,RURAL,SINGLE,MALE,GOOD
2855,33,3.19,OWNED,URBAN,MARRIED,MALE,BAD
2856,46,11.33,OWNED,URBAN,MARRIED,MALE,GOOD
2857,40,3.67,OWNED,RURAL,MARRIED,MALE,BAD
2858,44,4.06,RENT,RURAL,SINGLE,MALE,BAD
2859,37,4.81,RENT,URBAN,MARRIED,MALE,BAD
2860,32,4.23,OWNED,RURAL,MARRIED,MALE,BAD
2861,40,11.3,OWNED,URBAN,MARRIED,MALE,GOOD
2862,46,5.68,OWNED,URBAN,MARRIED,MALE,GOOD
2863,44,7.58,OWNED,URBAN,MARRIED,MALE,GOOD
2864,37,6.63,OWNED,URBAN,MARRIED,FEMALE,GOOD
2865,41,4.53,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2866,39,11.62,RENT,URBAN,MARRIED,FEMALE,GOOD
2867,41,8.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
2868,35,3.55,OWNED,RURAL,MARRIED,FEMALE,BAD
2869,33,5,OWNED,RURAL,MARRIED,FEMALE,GOOD
2870,41,16.13,PARENTS,RURAL,MARRIED,FEMALE,GOOD
2871,30,12.53,OWNED,RURAL,MARRIED,FEMALE,GOOD
2872,45,7.89,OWNED,RURAL,MARRIED,MALE,GOOD
2873,41,4.97,OWNED,URBAN,MARRIED,FEMALE,GOOD
2874,38,4.35,OWNED,URBAN,SINGLE,FEMALE,GOOD
2875,38,6.9,RENT,RURAL,MARRIED,FEMALE,BAD
2876,42,5.54,RENT,URBAN,MARRIED,MALE,BAD
2877,42,8.68,PARENTS,RURAL,MARRIED,MALE,BAD
2878,44,6.16,OWNED,RURAL,MARRIED,MALE,GOOD
2879,46,3.57,OWNED,URBAN,SINGLE,FEMALE,GOOD
2880,37,8.19,OWNED,URBAN,MARRIED,MALE,GOOD
2881,43,5.93,OWNED,RURAL,MARRIED,FEMALE,BAD
2882,42,10.57,OWNED,RURAL,MARRIED,MALE,GOOD
2883,46,4.56,OWNED,RURAL,MARRIED,MALE,BAD
2884,39,13.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
2885,40,3.67,OWNED,URBAN,MARRIED,MALE,GOOD
2886,34,8.53,OTHERS,URBAN,SINGLE,MALE,GOOD
2887,41,7.1,RENT,URBAN,MARRIED,MALE,BAD
2888,37,3.79,RENT,URBAN,MARRIED,FEMALE,BAD
2889,46,3.63,OWNED,RURAL,MARRIED,FEMALE,GOOD
2890,33,8.3,OWNED,URBAN,MARRIED,FEMALE,GOOD
2891,40,8.35,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2892,36,6.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
2893,30,9.08,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2894,34,4.76,PARENTS,RURAL,MARRIED,FEMALE,BAD
2895,38,11.38,OWNED,RURAL,MARRIED,MALE,GOOD
2896,43,4.74,OWNED,URBAN,MARRIED,MALE,GOOD
2897,39,6.82,OWNED,URBAN,MARRIED,MALE,GOOD
2898,38,12.6,PARENTS,URBAN,MARRIED,MALE,GOOD
2899,39,10.26,OWNED,URBAN,MARRIED,MALE,GOOD
2900,40,6.33,OWNED,RURAL,MARRIED,MALE,GOOD
2901,51,5.66,OWNED,RURAL,SINGLE,FEMALE,GOOD
2902,36,7.29,OWNED,URBAN,MARRIED,MALE,GOOD
2903,41,7.18,OWNED,RURAL,MARRIED,FEMALE,GOOD
2904,39,5.11,PARENTS,RURAL,MARRIED,MALE,BAD
2905,37,5.01,OWNED,URBAN,MARRIED,MALE,BAD
2906,37,4.65,OWNED,URBAN,MARRIED,MALE,BAD
2907,36,4.99,OWNED,URBAN,MARRIED,MALE,GOOD
2908,41,4.5,OWNED,URBAN,SINGLE,MALE,GOOD
2909,37,5.12,OWNED,RURAL,MARRIED,FEMALE,GOOD
2910,37,6.42,OTHERS,RURAL,MARRIED,MALE,BAD
2911,45,11.13,PARENTS,RURAL,MARRIED,MALE,GOOD
2912,37,4.32,OWNED,URBAN,MARRIED,MALE,GOOD
2913,39,3.97,OTHERS,URBAN,MARRIED,MALE,BAD
2914,36,7.4,OWNED,URBAN,MARRIED,MALE,GOOD
2915,42,4.25,RENT,URBAN,MARRIED,MALE,BAD
2916,43,4.72,OWNED,URBAN,MARRIED,FEMALE,GOOD
2917,34,5.77,RENT,URBAN,MARRIED,MALE,BAD
2918,37,5.59,OWNED,URBAN,SINGLE,MALE,GOOD
2919,42,8.81,OWNED,RURAL,MARRIED,FEMALE,GOOD
2920,44,8.84,RENT,URBAN,MARRIED,MALE,BAD
2921,43,6.16,OWNED,URBAN,MARRIED,FEMALE,GOOD
2922,41,11.95,OWNED,RURAL,MARRIED,FEMALE,GOOD
2923,42,4.37,OTHERS,URBAN,MARRIED,MALE,BAD
2924,41,4.04,OWNED,RURAL,MARRIED,FEMALE,GOOD
2925,40,4.86,RENT,URBAN,SINGLE,MALE,BAD
2926,44,5.96,PARENTS,URBAN,MARRIED,MALE,BAD
2927,45,6.18,OWNED,URBAN,MARRIED,MALE,GOOD
2928,44,3.25,OWNED,RURAL,SINGLE,MALE,GOOD
2929,37,5.42,RENT,URBAN,MARRIED,FEMALE,BAD
2930,46,5.7,RENT,URBAN,MARRIED,MALE,BAD
2931,43,7.16,OWNED,RURAL,MARRIED,MALE,GOOD
2932,40,5,OWNED,URBAN,MARRIED,FEMALE,GOOD
2933,39,9.06,OWNED,RURAL,MARRIED,FEMALE,GOOD
2934,36,8.25,RENT,URBAN,MARRIED,FEMALE,BAD
2935,42,16.53,OWNED,URBAN,MARRIED,FEMALE,BAD
2936,39,3.99,OWNED,URBAN,MARRIED,FEMALE,GOOD
2937,42,4.83,OWNED,RURAL,MARRIED,FEMALE,BAD
2938,31,5.38,OWNED,URBAN,MARRIED,MALE,BAD
2939,39,5.11,OWNED,URBAN,MARRIED,MALE,BAD
2940,36,12.55,OWNED,RURAL,MARRIED,FEMALE,GOOD
2941,38,5.15,OWNED,URBAN,SINGLE,FEMALE,GOOD
2942,39,6.41,OWNED,URBAN,MARRIED,FEMALE,GOOD
2943,44,5.47,OWNED,URBAN,MARRIED,FEMALE,GOOD
2944,40,13.36,RENT,RURAL,MARRIED,FEMALE,GOOD
2945,39,7.31,OWNED,URBAN,MARRIED,FEMALE,GOOD
2946,47,4.91,OWNED,RURAL,MARRIED,MALE,GOOD
2947,41,3.96,OWNED,URBAN,MARRIED,MALE,BAD
2948,39,20.36,RENT,URBAN,MARRIED,MALE,BAD
2949,32,13.89,OWNED,URBAN,MARRIED,MALE,GOOD
2950,35,6.22,RENT,RURAL,MARRIED,FEMALE,BAD
2951,41,5.98,RENT,RURAL,MARRIED,MALE,GOOD
2952,41,4,OWNED,RURAL,MARRIED,FEMALE,GOOD
2953,45,5.26,OWNED,URBAN,MARRIED,FEMALE,GOOD
2954,47,7.31,OWNED,URBAN,MARRIED,FEMALE,GOOD
2955,39,4.73,RENT,URBAN,MARRIED,FEMALE,BAD
2956,39,10.93,RENT,URBAN,MARRIED,FEMALE,GOOD
2957,38,13.07,RENT,RURAL,MARRIED,MALE,BAD
2958,40,6.6,RENT,RURAL,MARRIED,MALE,BAD
2959,46,3.65,OTHERS,RURAL,SINGLE,FEMALE,BAD
2960,43,4.78,OWNED,URBAN,MARRIED,MALE,GOOD
2961,43,7.23,OWNED,RURAL,MARRIED,FEMALE,GOOD
2962,41,4.89,OWNED,URBAN,MARRIED,FEMALE,GOOD
2963,40,6.06,OWNED,URBAN,MARRIED,MALE,GOOD
2964,37,3.79,OWNED,URBAN,MARRIED,MALE,BAD
2965,41,5.29,OWNED,URBAN,MARRIED,MALE,GOOD
2966,45,3.29,RENT,RURAL,MARRIED,MALE,BAD
2967,36,5.91,OWNED,URBAN,MARRIED,MALE,BAD
2968,36,5.08,OWNED,URBAN,MARRIED,FEMALE,GOOD
2969,42,11.01,OWNED,URBAN,MARRIED,FEMALE,GOOD
2970,42,13.1,OWNED,RURAL,MARRIED,MALE,GOOD
2971,41,5.4,OWNED,URBAN,MARRIED,MALE,GOOD
2972,40,14.47,OWNED,URBAN,MARRIED,MALE,GOOD
2973,44,9.02,OWNED,RURAL,MARRIED,MALE,GOOD
2974,47,9.56,PARENTS,URBAN,MARRIED,MALE,GOOD
2975,33,4.95,OTHERS,RURAL,MARRIED,MALE,BAD
2976,44,7.59,PARENTS,URBAN,MARRIED,MALE,BAD
2977,37,8.42,RENT,RURAL,MARRIED,FEMALE,BAD
2978,45,3.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
2979,44,6.04,RENT,URBAN,MARRIED,MALE,BAD
2980,43,6.1,OWNED,RURAL,MARRIED,MALE,GOOD
2981,45,6.88,OWNED,URBAN,SINGLE,MALE,GOOD
2982,39,3.66,OWNED,URBAN,MARRIED,MALE,BAD
2983,38,5.05,OWNED,RURAL,MARRIED,MALE,BAD
2984,34,7.96,RENT,URBAN,MARRIED,MALE,BAD
2985,38,5.79,OWNED,URBAN,MARRIED,MALE,BAD
2986,45,3.69,OWNED,RURAL,MARRIED,MALE,BAD
2987,42,5.52,OWNED,RURAL,MARRIED,MALE,GOOD
2988,38,7.95,OWNED,RURAL,MARRIED,MALE,GOOD
2989,36,9.45,OTHERS,RURAL,MARRIED,FEMALE,GOOD
2990,46,7.33,OTHERS,URBAN,MARRIED,MALE,GOOD
2991,45,3.77,OWNED,RURAL,MARRIED,MALE,BAD
2992,40,10.76,OWNED,URBAN,SINGLE,MALE,GOOD
2993,42,5.55,OWNED,URBAN,MARRIED,MALE,GOOD
2994,38,3.85,OWNED,URBAN,MARRIED,MALE,BAD
2995,37,4.74,OWNED,URBAN,MARRIED,FEMALE,GOOD
2996,35,20.37,OWNED,URBAN,MARRIED,FEMALE,GOOD
2997,45,9.79,OTHERS,URBAN,MARRIED,MALE,GOOD
2998,38,6.65,OWNED,RURAL,MARRIED,MALE,GOOD
2999,45,3.59,PARENTS,URBAN,MARRIED,FEMALE,BAD
3000,43,5.91,PARENTS,RURAL,SINGLE,FEMALE,BAD
3001,31,9.9,OWNED,RURAL,MARRIED,MALE,GOOD
3002,39,7.98,OWNED,RURAL,MARRIED,FEMALE,BAD
3003,44,6.65,OWNED,RURAL,MARRIED,FEMALE,GOOD
3004,41,11.17,OTHERS,URBAN,SINGLE,FEMALE,GOOD
3005,38,6.64,OTHERS,RURAL,MARRIED,MALE,BAD
3006,46,5.3,RENT,RURAL,MARRIED,FEMALE,BAD
3007,41,11.23,OWNED,URBAN,MARRIED,MALE,GOOD
3008,39,9.4,OWNED,RURAL,MARRIED,MALE,BAD
3009,45,5.26,OWNED,RURAL,MARRIED,FEMALE,GOOD
3010,33,5.16,OWNED,RURAL,SINGLE,FEMALE,GOOD
3011,40,11.86,PARENTS,URBAN,MARRIED,FEMALE,GOOD
3012,41,10.22,OWNED,RURAL,MARRIED,MALE,GOOD
3013,49,4.33,OWNED,URBAN,MARRIED,FEMALE,GOOD
3014,40,5.38,OTHERS,URBAN,MARRIED,MALE,BAD
3015,28,3.45,RENT,URBAN,SINGLE,FEMALE,BAD
3016,40,4.46,RENT,URBAN,SINGLE,MALE,GOOD
3017,39,3.93,OWNED,RURAL,MARRIED,MALE,BAD
3018,38,5.38,OWNED,RURAL,MARRIED,MALE,BAD
3019,33,6.56,OWNED,URBAN,MARRIED,MALE,GOOD
3020,43,6.44,RENT,RURAL,MARRIED,FEMALE,GOOD
3021,42,14.16,OWNED,URBAN,MARRIED,MALE,GOOD
3022,36,6.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
3023,29,8.73,OTHERS,URBAN,SINGLE,FEMALE,GOOD
3024,44,4.83,OTHERS,RURAL,MARRIED,FEMALE,GOOD
3025,45,4.86,OWNED,URBAN,MARRIED,MALE,GOOD
3026,35,9.32,OWNED,URBAN,MARRIED,FEMALE,BAD
3027,42,4.35,OWNED,URBAN,MARRIED,FEMALE,GOOD
3028,39,7.58,OWNED,RURAL,MARRIED,MALE,GOOD
3029,33,5.94,OWNED,URBAN,MARRIED,FEMALE,GOOD
3030,35,17.01,OWNED,RURAL,MARRIED,MALE,GOOD
3031,37,3.21,OWNED,URBAN,MARRIED,MALE,BAD
3032,42,10.14,OTHERS,URBAN,MARRIED,MALE,GOOD
3033,37,6.49,OWNED,RURAL,MARRIED,MALE,GOOD
3034,38,7.05,PARENTS,RURAL,SINGLE,FEMALE,GOOD
3035,43,7.85,OWNED,RURAL,MARRIED,MALE,GOOD
3036,43,4.98,PARENTS,RURAL,MARRIED,FEMALE,BAD
3037,39,7.81,OWNED,RURAL,MARRIED,FEMALE,GOOD
3038,43,9.08,OWNED,URBAN,MARRIED,FEMALE,GOOD
3039,37,11.93,OWNED,URBAN,MARRIED,MALE,GOOD
3040,36,8.31,OWNED,URBAN,SINGLE,MALE,GOOD
3041,29,5.35,OWNED,RURAL,SINGLE,FEMALE,GOOD
3042,43,3.72,OWNED,RURAL,SINGLE,MALE,GOOD
3043,41,18.32,OWNED,RURAL,MARRIED,MALE,GOOD
3044,38,5.92,OTHERS,URBAN,MARRIED,FEMALE,BAD
3045,41,4.3,RENT,URBAN,MARRIED,FEMALE,BAD
3046,35,6.08,OWNED,RURAL,SINGLE,MALE,GOOD
3047,39,13.18,RENT,URBAN,MARRIED,FEMALE,GOOD
3048,34,3.93,OWNED,RURAL,MARRIED,MALE,BAD
3049,41,7.58,RENT,URBAN,MARRIED,MALE,BAD
3050,41,5.74,PARENTS,URBAN,MARRIED,MALE,BAD
3051,45,8.72,OWNED,URBAN,MARRIED,FEMALE,GOOD
3052,39,8.05,OWNED,URBAN,MARRIED,FEMALE,GOOD
3053,42,4.06,OWNED,URBAN,MARRIED,MALE,GOOD
3054,34,10.93,OWNED,RURAL,MARRIED,FEMALE,GOOD
3055,45,6.11,OWNED,URBAN,MARRIED,MALE,GOOD
3056,39,7.32,OWNED,RURAL,MARRIED,FEMALE,GOOD
3057,39,9.9,OTHERS,URBAN,SINGLE,MALE,GOOD
3058,41,9.62,OWNED,RURAL,MARRIED,MALE,GOOD
3059,43,6.76,RENT,URBAN,MARRIED,MALE,BAD
3060,40,6.86,PARENTS,RURAL,MARRIED,MALE,BAD
3061,43,7.22,OWNED,URBAN,MARRIED,MALE,GOOD
3062,42,5.09,RENT,URBAN,MARRIED,MALE,BAD
3063,40,4.34,OWNED,URBAN,MARRIED,FEMALE,GOOD
3064,37,8.53,RENT,URBAN,MARRIED,FEMALE,GOOD
3065,40,3.43,OWNED,URBAN,MARRIED,MALE,BAD
3066,38,10.05,OTHERS,URBAN,MARRIED,MALE,GOOD
3067,37,4.76,OWNED,URBAN,MARRIED,FEMALE,GOOD
3068,27,5.22,OWNED,URBAN,SINGLE,MALE,BAD
3069,42,6.83,OWNED,URBAN,MARRIED,MALE,GOOD
3070,38,5.23,RENT,URBAN,MARRIED,MALE,BAD
3071,42,4.18,RENT,URBAN,MARRIED,MALE,BAD
3072,33,19.57,OWNED,URBAN,MARRIED,MALE,GOOD
3073,42,11.44,RENT,URBAN,MARRIED,MALE,BAD
3074,42,4.17,RENT,URBAN,MARRIED,MALE,BAD
3075,39,4.19,OWNED,URBAN,MARRIED,FEMALE,GOOD
3076,31,9.03,OWNED,RURAL,MARRIED,FEMALE,GOOD
3077,42,9.22,OWNED,RURAL,MARRIED,MALE,BAD
3078,41,10.32,OWNED,RURAL,MARRIED,MALE,GOOD
3079,37,8.92,PARENTS,RURAL,MARRIED,FEMALE,GOOD
3080,36,6.02,OWNED,RURAL,MARRIED,FEMALE,GOOD
3081,42,6.31,PARENTS,URBAN,MARRIED,FEMALE,GOOD
3082,35,6.57,OWNED,RURAL,MARRIED,MALE,GOOD
3083,47,5.16,OWNED,URBAN,MARRIED,MALE,GOOD
3084,40,8.23,OWNED,RURAL,MARRIED,MALE,GOOD
3085,47,7.98,OWNED,URBAN,MARRIED,MALE,GOOD
3086,42,6.02,RENT,URBAN,MARRIED,FEMALE,GOOD
3087,44,4.34,OWNED,URBAN,MARRIED,MALE,GOOD
3088,38,9.88,OTHERS,RURAL,MARRIED,FEMALE,GOOD
3089,43,4.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
3090,34,7.01,OWNED,RURAL,SINGLE,MALE,GOOD
3091,39,4.22,OWNED,URBAN,SINGLE,MALE,BAD
3092,36,4.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
3093,37,5.05,RENT,URBAN,MARRIED,MALE,BAD
3094,38,4.33,PARENTS,RURAL,MARRIED,MALE,BAD
3095,41,6.09,OWNED,URBAN,MARRIED,MALE,GOOD
3096,46,6.54,OWNED,RURAL,SINGLE,MALE,GOOD
3097,35,4.39,OWNED,RURAL,MARRIED,MALE,BAD
3098,46,3.37,OWNED,RURAL,MARRIED,MALE,BAD
3099,43,5.93,PARENTS,RURAL,MARRIED,FEMALE,BAD
3100,37,15.45,OWNED,URBAN,MARRIED,MALE,GOOD
3101,45,4.24,OWNED,URBAN,MARRIED,MALE,GOOD
3102,29,5.14,OWNED,URBAN,SINGLE,MALE,GOOD
3103,40,8.79,OWNED,RURAL,MARRIED,FEMALE,BAD
3104,43,6.66,OWNED,URBAN,SINGLE,FEMALE,GOOD
3105,36,12.48,OWNED,RURAL,MARRIED,MALE,GOOD
3106,36,7.03,OWNED,URBAN,MARRIED,MALE,GOOD
3107,39,8.3,OTHERS,URBAN,MARRIED,MALE,BAD
3108,44,5.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
3109,32,14.87,OWNED,RURAL,MARRIED,MALE,GOOD
3110,30,6.24,OWNED,URBAN,MARRIED,MALE,GOOD
3111,39,4.71,OWNED,URBAN,MARRIED,MALE,BAD
3112,41,8.27,OWNED,RURAL,MARRIED,FEMALE,GOOD
3113,35,17.07,OTHERS,RURAL,MARRIED,MALE,GOOD
3114,31,3.63,OWNED,URBAN,MARRIED,MALE,BAD
3115,41,4.49,OWNED,RURAL,MARRIED,MALE,GOOD
3116,40,8.03,PARENTS,URBAN,MARRIED,MALE,BAD
3117,39,16.34,OWNED,URBAN,MARRIED,MALE,GOOD
3118,40,3.53,OWNED,URBAN,MARRIED,FEMALE,GOOD
3119,33,5.61,OWNED,RURAL,MARRIED,MALE,BAD
3120,47,4.57,OWNED,URBAN,MARRIED,MALE,GOOD
3121,44,3.56,OWNED,URBAN,MARRIED,FEMALE,GOOD
3122,37,5.93,OTHERS,RURAL,MARRIED,FEMALE,BAD
3123,46,6.28,OWNED,URBAN,MARRIED,FEMALE,BAD
3124,44,4.93,OWNED,URBAN,MARRIED,MALE,GOOD
3125,37,11.49,OWNED,URBAN,MARRIED,MALE,GOOD
3126,44,7.12,OWNED,URBAN,MARRIED,MALE,GOOD
3127,35,4.38,RENT,URBAN,MARRIED,MALE,BAD
3128,46,7.76,PARENTS,URBAN,MARRIED,MALE,BAD
3129,33,7.16,PARENTS,RURAL,MARRIED,MALE,BAD
3130,33,5.37,OTHERS,RURAL,MARRIED,FEMALE,BAD
3131,49,7.01,OWNED,URBAN,MARRIED,MALE,GOOD
3132,41,6.56,OWNED,RURAL,MARRIED,MALE,GOOD
3133,40,5.71,OWNED,URBAN,MARRIED,MALE,GOOD
3134,45,5.08,OWNED,URBAN,MARRIED,MALE,GOOD
3135,38,4.16,OWNED,RURAL,MARRIED,MALE,GOOD
3136,44,3.69,PARENTS,URBAN,MARRIED,MALE,BAD
3137,39,5.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
3138,41,6.54,PARENTS,RURAL,MARRIED,MALE,BAD
3139,40,7.61,OWNED,RURAL,MARRIED,FEMALE,GOOD
3140,38,4.83,RENT,URBAN,MARRIED,FEMALE,BAD
3141,40,5.06,OWNED,URBAN,MARRIED,FEMALE,GOOD
3142,47,3.35,OWNED,RURAL,MARRIED,MALE,BAD
3143,38,3.36,OWNED,RURAL,MARRIED,FEMALE,GOOD
3144,43,4.01,OWNED,RURAL,MARRIED,MALE,BAD
3145,42,5.41,OWNED,RURAL,MARRIED,MALE,GOOD
3146,47,8.19,PARENTS,RURAL,MARRIED,MALE,GOOD
3147,51,6.02,OWNED,RURAL,MARRIED,FEMALE,GOOD
3148,35,8.54,OWNED,URBAN,MARRIED,MALE,GOOD
3149,44,11.28,PARENTS,URBAN,MARRIED,FEMALE,GOOD
3150,41,4.43,OWNED,URBAN,MARRIED,MALE,GOOD
3151,39,3.84,OWNED,RURAL,MARRIED,MALE,BAD
3152,42,5.11,OWNED,URBAN,MARRIED,MALE,GOOD
3153,38,10.51,OWNED,URBAN,SINGLE,FEMALE,GOOD
3154,38,5.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
3155,46,4.04,OWNED,URBAN,MARRIED,MALE,GOOD
3156,39,5.6,RENT,URBAN,MARRIED,MALE,BAD
3157,38,5.55,OTHERS,RURAL,MARRIED,FEMALE,BAD
3158,43,7.29,OWNED,RURAL,MARRIED,FEMALE,GOOD
3159,37,8.78,RENT,URBAN,MARRIED,MALE,BAD
3160,34,8.18,OWNED,RURAL,SINGLE,FEMALE,BAD
3161,39,7.85,OWNED,URBAN,MARRIED,FEMALE,GOOD
3162,51,9.16,RENT,URBAN,MARRIED,MALE,GOOD
3163,44,6.17,OWNED,URBAN,MARRIED,MALE,GOOD
3164,40,6.37,OWNED,RURAL,SINGLE,MALE,GOOD
3165,36,5.49,OWNED,URBAN,MARRIED,FEMALE,GOOD
3166,42,4.05,PARENTS,RURAL,MARRIED,MALE,BAD
3167,42,11.68,RENT,URBAN,MARRIED,FEMALE,GOOD
3168,39,7.48,OWNED,URBAN,MARRIED,MALE,GOOD
3169,38,4.81,RENT,URBAN,MARRIED,MALE,BAD
3170,39,4.66,RENT,URBAN,MARRIED,MALE,BAD
3171,45,7.68,RENT,URBAN,MARRIED,MALE,BAD
3172,36,3.93,PARENTS,URBAN,MARRIED,MALE,BAD
3173,40,4.05,OWNED,URBAN,MARRIED,FEMALE,BAD
3174,41,6.25,OWNED,URBAN,MARRIED,MALE,GOOD
3175,40,6.01,OWNED,URBAN,MARRIED,MALE,GOOD
3176,36,7.07,PARENTS,URBAN,MARRIED,MALE,BAD
3177,40,5.94,OWNED,RURAL,MARRIED,FEMALE,GOOD
3178,35,6.58,OWNED,RURAL,MARRIED,MALE,GOOD
3179,42,3.75,RENT,URBAN,MARRIED,MALE,GOOD
3180,45,12.54,OWNED,RURAL,MARRIED,MALE,GOOD
3181,35,4.34,OWNED,URBAN,MARRIED,MALE,GOOD
3182,39,4.34,OWNED,URBAN,MARRIED,MALE,GOOD
3183,42,5.27,OWNED,URBAN,MARRIED,MALE,BAD
3184,42,6.1,RENT,RURAL,MARRIED,MALE,BAD
3185,32,4.12,OWNED,RURAL,MARRIED,FEMALE,GOOD
3186,38,4,RENT,RURAL,MARRIED,MALE,BAD
3187,36,5.52,OWNED,RURAL,MARRIED,FEMALE,GOOD
3188,42,17.37,PARENTS,URBAN,MARRIED,MALE,GOOD
3189,36,13.82,OWNED,RURAL,MARRIED,MALE,GOOD
3190,34,4.21,OWNED,RURAL,MARRIED,FEMALE,GOOD
3191,36,7.9,OWNED,RURAL,MARRIED,FEMALE,GOOD
3192,39,8.67,OWNED,RURAL,MARRIED,FEMALE,GOOD
3193,39,5.02,OWNED,URBAN,MARRIED,MALE,BAD
3194,36,7.25,PARENTS,RURAL,SINGLE,MALE,BAD
3195,40,6.05,OWNED,URBAN,MARRIED,FEMALE,GOOD
3196,32,3.41,OWNED,URBAN,MARRIED,FEMALE,BAD
3197,43,5.23,OWNED,URBAN,MARRIED,MALE,GOOD
3198,37,7.81,OWNED,URBAN,MARRIED,MALE,GOOD
3199,35,6.93,OWNED,RURAL,MARRIED,MALE,GOOD
3200,38,13.95,OWNED,RURAL,SINGLE,FEMALE,GOOD
3201,32,8.19,OWNED,URBAN,MARRIED,MALE,GOOD
3202,44,5.74,OWNED,RURAL,MARRIED,MALE,GOOD
3203,41,3.84,PARENTS,RURAL,MARRIED,FEMALE,BAD
3204,43,5.12,OWNED,URBAN,SINGLE,FEMALE,GOOD
3205,41,8.68,OTHERS,RURAL,MARRIED,MALE,GOOD
3206,36,4.09,OWNED,RURAL,MARRIED,MALE,BAD
3207,44,4.44,OWNED,RURAL,MARRIED,MALE,GOOD
3208,33,3.71,OWNED,URBAN,MARRIED,FEMALE,BAD
3209,44,5.1,OWNED,URBAN,MARRIED,MALE,GOOD
3210,41,16.84,RENT,RURAL,MARRIED,MALE,BAD
3211,40,11.56,OTHERS,URBAN,MARRIED,FEMALE,GOOD
3212,34,7.32,RENT,RURAL,MARRIED,FEMALE,BAD
3213,44,3.86,RENT,URBAN,MARRIED,MALE,BAD
3214,38,6.26,OWNED,URBAN,MARRIED,FEMALE,GOOD
3215,33,6.82,OTHERS,RURAL,SINGLE,MALE,BAD
3216,33,3.5,OWNED,RURAL,MARRIED,FEMALE,GOOD
3217,39,8.86,OWNED,RURAL,MARRIED,MALE,GOOD
3218,42,6.21,OWNED,RURAL,MARRIED,FEMALE,GOOD
3219,39,4.67,RENT,RURAL,SINGLE,FEMALE,BAD
3220,33,3.12,OWNED,RURAL,MARRIED,FEMALE,BAD
3221,40,6.19,RENT,URBAN,MARRIED,FEMALE,BAD
3222,40,6.13,OWNED,URBAN,MARRIED,FEMALE,GOOD
3223,39,3.66,OWNED,RURAL,MARRIED,MALE,GOOD
3224,37,5.41,OWNED,URBAN,MARRIED,FEMALE,GOOD
3225,44,6.82,PARENTS,RURAL,MARRIED,MALE,BAD
3226,41,10.25,PARENTS,RURAL,MARRIED,MALE,GOOD
3227,39,5.11,OTHERS,URBAN,MARRIED,FEMALE,BAD
3228,29,6,OTHERS,URBAN,SINGLE,MALE,BAD
3229,43,3.91,OWNED,URBAN,MARRIED,FEMALE,GOOD
3230,40,8.37,OWNED,URBAN,MARRIED,FEMALE,GOOD
3231,44,6.72,RENT,URBAN,MARRIED,MALE,BAD
3232,45,5.42,OWNED,URBAN,MARRIED,MALE,GOOD
3233,41,5.18,RENT,RURAL,MARRIED,MALE,BAD
3234,38,10.65,RENT,URBAN,MARRIED,FEMALE,GOOD
3235,42,5.09,OWNED,URBAN,MARRIED,FEMALE,GOOD
3236,45,3.97,OWNED,RURAL,MARRIED,FEMALE,GOOD
3237,41,9.48,OWNED,URBAN,SINGLE,FEMALE,GOOD
3238,45,5.83,OWNED,URBAN,MARRIED,FEMALE,GOOD
3239,41,7.22,RENT,URBAN,MARRIED,FEMALE,GOOD
3240,33,3.65,OWNED,URBAN,MARRIED,MALE,BAD
3241,49,5.81,OWNED,RURAL,MARRIED,MALE,GOOD
3242,42,3.94,OWNED,URBAN,SINGLE,MALE,BAD
3243,40,4.79,OWNED,URBAN,MARRIED,MALE,BAD
3244,39,5.54,RENT,RURAL,MARRIED,MALE,GOOD
3245,35,5.27,OTHERS,RURAL,MARRIED,FEMALE,BAD
3246,46,12.7,OWNED,RURAL,MARRIED,MALE,GOOD
3247,38,8.83,RENT,URBAN,MARRIED,MALE,GOOD
3248,40,4.77,RENT,URBAN,MARRIED,FEMALE,BAD
3249,36,4.83,OWNED,RURAL,MARRIED,MALE,BAD
3250,38,4.37,OWNED,URBAN,MARRIED,MALE,GOOD
3251,39,7.22,OWNED,URBAN,MARRIED,MALE,GOOD
3252,40,8.71,OWNED,URBAN,MARRIED,MALE,GOOD
3253,43,7.46,RENT,RURAL,MARRIED,MALE,BAD
3254,38,4.55,OWNED,RURAL,MARRIED,MALE,BAD
